"LinkID","StationID","Road_Name","Source","x"
1000008404,0,"1",0,0
1000008405,0,"1",0,0
1000008406,0,"1",0,0
1000008501,0,"1",0,0
1000008502,0,"1",0,0
1000008601,0,"1",0,0
1000008602,0,"1",0,0
1000008701,0,"1",0,0
1000008702,0,"1",0,0
1000008703,0,"1",0,0
1000008801,0,"1",0,0
1000008802,0,"1",0,0
1000008901,0,"1",0,0
1000008902,0,"1",0,0
1000009001,0,"1",0,0
1000009002,0,"1",0,0
1000009101,0,"1",0,0
1000009102,0,"1",0,0
1000009201,0,"1",0,0
1000009300,0,"1",0,0
1000009400,0,"1",0,0
1000009501,0,"1",0,0
1000009502,0,"1",0,0
1000009503,0,"1",0,0
1000009504,0,"1",0,0
1000009505,0,"1",0,0
1000009601,0,"1",0,0
1000009602,0,"1",0,0
1000009603,0,"1",0,0
1000009700,0,"1",0,0
1000009800,0,"1",0,0
1000009901,0,"1",0,0
1000009902,0,"1",0,0
1000009903,0,"1",0,0
1000009904,0,"1",0,0
1000010001,0,"1",0,0
1000010002,0,"1",0,0
1000010003,0,"1",0,0
1000010004,0,"1",0,0
1000010101,0,"1",0,0
1000010102,0,"1",0,0
1000010103,0,"1",0,0
1000010201,0,"1",0,0
1000010202,0,"1",0,0
1000010203,0,"1",0,0
1000010301,0,"1",0,0
1000010302,0,"1",0,0
1000010303,0,"1",0,0
1000010401,0,"1",0,0
1000010402,0,"1",0,0
1000010403,0,"1",0,0
1000010500,0,"1",0,0
1000010600,0,"1",0,0
1000010701,0,"1",0,0
1000010702,0,"1",0,0
1000010703,0,"1",0,0
1000010801,0,"1",0,0
1000010802,0,"1",0,0
1000010803,0,"1",0,0
1000010901,0,"1",0,0
1000011001,0,"1",0,0
1000011101,0,"1",0,0
1000011102,0,"1",0,0
1000011201,0,"1",0,0
1000011202,0,"1",0,0
1000011300,0,"1",0,0
1000011400,0,"1",0,0
1000011501,0,"1",0,0
1000011502,0,"1",0,0
1000011503,0,"1",0,0
1000011504,0,"1",0,0
1000011601,0,"1",0,0
1000011602,0,"1",0,0
1000011603,0,"1",0,0
1000011700,0,"1",0,0
1000011800,0,"1",0,0
1000011900,0,"1",0,0
1000012001,0,"1",0,0
1000012002,0,"1",0,0
1000012101,0,"1",0,0
1000012102,0,"1",0,0
1000012201,0,"1",0,0
1000012202,0,"1",0,0
1000012203,0,"1",0,0
1000012302,0,"1",0,0
1000012400,0,"1",0,0
1000012501,0,"1",0,0
1000012502,0,"1",0,0
1000012602,0,"1",0,0
1000012702,0,"1",0,0
1000012800,0,"1",0,0
1000012901,0,"1",0,0
1000012902,0,"1",0,0
1000013001,0,"1",0,0
1000013002,0,"1",0,0
1000013100,0,"1",0,0
1000013200,0,"1",0,0
1000013301,0,"1",0,0
1000013401,0,"1",0,0
1000013402,0,"1",0,0
1000013501,0,"1",0,0
1000013502,0,"1",0,0
1000013601,0,"1",0,0
1000013602,0,"1",0,0
1000013700,0,"1",0,0
1000013802,0,"1",0,0
1000013900,0,"1",0,0
1000014000,0,"1",0,0
1000014100,0,"1",0,0
1000014200,0,"1",0,0
1000014301,0,"1",0,0
1000014302,0,"1",0,0
1000014303,0,"1",0,0
1000014401,0,"1",0,0
1000014402,0,"1",0,0
1000014403,0,"1",0,0
1000014500,0,"1",0,0
1000014600,0,"1",0,0
1000014700,0,"1",0,0
1000014800,0,"1",0,0
1000014901,0,"1",0,0
1000014902,0,"1",0,0
1000015001,0,"1",0,0
1000015002,0,"1",0,0
1000015101,0,"1",0,0
1000015102,0,"1",0,0
1000015103,0,"1",0,0
1000015201,0,"1",0,0
1000015202,0,"1",0,0
1000015203,0,"1",0,0
1000015301,0,"1",0,0
1000015302,0,"1",0,0
1000015303,0,"1",0,0
1000015401,0,"1",0,0
1000015402,0,"1",0,0
1000015403,0,"1",0,0
1000015501,0,"1",0,0
1000015502,0,"1",0,0
1000015503,0,"1",0,0
1000015602,0,"1",0,0
1000015603,0,"1",0,0
1000015700,0,"1",0,0
1000015800,0,"1",0,0
1000015901,0,"1",0,0
1000015902,0,"1",0,0
1000015903,0,"1",0,0
1000016001,0,"1",0,0
1000016002,0,"1",0,0
1000016003,0,"1",0,0
1000016101,0,"1",0,0
1000016102,0,"1",0,0
1000016201,0,"1",0,0
1000016202,0,"1",0,0
1000016301,0,"1",0,0
1000016302,0,"1",0,0
1000016401,0,"1",0,0
1000016402,0,"1",0,0
1000016500,0,"1",0,0
1000016600,0,"1",0,0
1000016701,0,"1",0,0
1000016702,0,"1",0,0
1000016801,0,"1",0,0
1000016802,0,"1",0,0
1000016901,0,"1",0,0
1000016902,0,"1",0,0
1000016903,0,"1",0,0
1000017001,0,"1",0,0
1000017002,0,"1",0,0
1000017003,0,"1",0,0
1000017101,0,"1",0,0
1000017102,0,"1",0,0
1000017201,0,"1",0,0
1000017202,0,"1",0,0
1000017300,0,"1",0,0
1000017400,0,"1",0,0
1000017500,0,"1",0,0
1000017600,0,"1",0,0
1000017701,0,"1",0,0
1000017801,0,"1",0,0
1000017901,0,"1",0,0
1000017902,0,"1",0,0
1000018001,0,"1",0,0
1000018002,0,"1",0,0
1000018101,0,"1",0,0
1000018102,0,"1",0,0
1000018201,0,"1",0,0
1000018202,0,"1",0,0
1000018301,0,"1",0,0
1000018302,0,"1",0,0
1000018303,0,"1",0,0
1000018401,0,"1",0,0
1000018402,0,"1",0,0
1000018403,0,"1",0,0
1000018502,0,"1",0,0
1000018503,0,"1",0,0
1000018601,0,"1",0,0
1000018602,0,"1",0,0
1000018700,0,"1",0,0
1000018800,0,"1",0,0
1000018901,0,"1",0,0
1000018902,0,"1",0,0
1000018903,0,"1",0,0
1000019001,0,"1",0,0
1000019002,0,"1",0,0
1000019003,0,"1",0,0
1000019100,0,"1",0,0
1000019200,0,"1",0,0
1000019301,0,"1",0,0
1000019302,0,"1",0,0
1000019303,0,"1",0,0
1000019401,0,"1",0,0
1000019402,0,"1",0,0
1000019403,0,"1",0,0
1000019501,0,"1",0,0
1000019502,0,"1",0,0
1000019503,0,"1",0,0
1000019504,0,"1",0,0
1000019602,0,"1",0,0
1000019603,0,"1",0,0
1000019604,0,"1",0,0
1000019605,0,"1",0,0
1000019701,0,"1",0,0
1000019702,0,"1",0,0
1000019801,0,"1",0,0
1000019802,0,"1",0,0
1000019901,0,"1",0,0
1000020001,0,"1",0,0
1000020101,0,"1",0,0
1000020102,0,"1",0,0
1000020103,0,"1",0,0
1000020104,0,"1",0,0
1000020105,0,"1",0,0
1000020106,0,"1",0,0
1000020201,0,"1",0,0
1000020202,0,"1",0,0
1000020203,0,"1",0,0
1000020204,0,"1",0,0
1000020205,0,"1",0,0
1000020206,0,"1",0,0
1000020300,0,"1",0,0
1000020400,0,"1",0,0
1000020500,0,"1",0,0
1000020600,0,"1",0,0
1000020701,0,"1",0,0
1000020702,0,"1",0,0
1000020801,0,"1",0,0
1000020802,0,"1",0,0
1000020901,0,"1",0,0
1000020902,0,"1",0,0
1000021001,0,"1",0,0
1000021002,0,"1",0,0
1000021101,0,"1",0,0
1000021102,0,"1",0,0
1000021103,0,"1",0,0
1000021104,0,"1",0,0
1000021201,0,"1",0,0
1000021202,0,"1",0,0
1000021203,0,"1",0,0
1000021204,0,"1",0,0
1000021301,0,"1",0,0
1000021302,0,"1",0,0
1000021304,0,"1",0,0
1000021305,0,"1",0,0
1000021401,0,"1",0,0
1000021402,0,"1",0,0
1000021403,0,"1",0,0
1000021501,0,"1",0,0
1000021502,0,"1",0,0
1000021503,0,"1",0,0
1000021504,0,"1",0,0
1000021601,0,"1",0,0
1000021602,0,"1",0,0
1000021603,0,"1",0,0
1000021604,0,"1",0,0
1000021606,0,"1",0,0
1000021701,0,"1",0,0
1000021702,0,"1",0,0
1000021703,0,"1",0,0
1000021704,0,"1",0,0
1000021705,0,"1",0,0
1000021706,0,"1",0,0
1000021707,0,"1",0,0
1000021801,0,"1",0,0
1000021802,0,"1",0,0
1000021803,0,"1",0,0
1000021804,0,"1",0,0
1000021805,0,"1",0,0
1000021806,0,"1",0,0
1000021901,0,"1",0,0
1000021902,0,"1",0,0
1000021903,0,"1",0,0
1000021904,0,"1",0,0
1000022001,0,"1",0,0
1000022002,0,"1",0,0
1000022003,0,"1",0,0
1000022004,0,"1",0,0
1000022100,0,"1",0,0
1000022200,0,"1",0,0
1000022300,0,"1",0,0
1000022400,0,"1",0,0
1000022500,0,"1",0,0
1000022600,0,"1",0,0
1000022700,0,"1",0,0
1000022800,0,"1",0,0
1000022900,0,"1",0,0
1000023000,0,"1",0,0
1000023100,0,"1",0,0
1000023400,105000231,"1",0,0
1000023500,105000231,"1",0,0
1000023600,105000231,"1",0,0
1000023700,105000231,"1",0,0
1000023800,0,"1",0,0
1000023900,105000231,"1",0,0
1000024000,0,"1",0,0
1000024100,0,"1",0,0
1000024200,0,"1",0,0
1000024300,105000231,"1",0,0
1000024400,105000231,"1",0,0
1000024500,105000231,"1",0,0
1000024600,105000231,"1",0,0
1000024700,0,"1",0,0
1000024800,0,"1",0,0
1000024900,0,"1",0,0
1000025000,0,"1",0,0
1000025100,0,"1",0,0
1000025200,0,"1",0,0
1000025300,105000231,"1",0,0
1000025400,105000231,"1",0,0
1000025500,0,"1",0,0
1000025600,0,"1",0,0
1000025700,0,"1",0,0
1000025800,0,"1",0,0
1000025900,0,"1",0,0
1000026000,0,"1",0,0
1000026100,0,"1",0,0
1000026200,0,"1",0,0
1000026300,0,"1",0,0
1000026400,0,"1",0,0
1000026500,0,"1",0,0
1000026600,0,"1",0,0
1000026700,0,"1",0,0
1000026800,0,"1",0,0
1000026900,0,"1",0,0
1000027000,0,"1",0,0
1000027100,0,"1",0,0
1000027200,0,"1",0,0
1000027300,0,"1",0,0
1000027400,0,"1",0,0
1000027500,0,"1",0,0
1000027600,0,"1",0,0
1000027700,0,"1",0,0
1000027800,0,"1",0,0
1000028100,0,"1",0,0
1000028200,0,"1",0,0
1000028300,0,"1",0,0
1000028400,0,"1",0,0
1000028500,0,"1",0,0
1000028600,0,"1",0,0
1000028700,0,"1",0,0
1000028800,0,"1",0,0
1000028900,0,"1",0,0
1000029000,0,"1",0,0
1000029100,0,"1",0,0
1000029200,0,"1",0,0
1000029300,0,"1",0,0
1000029400,0,"1",0,0
1000029500,0,"1",0,0
1000029700,0,"1",0,0
1000029800,0,"1",0,0
1000029900,0,"1",0,0
1000030000,0,"1",0,0
1000030100,0,"1",0,0
1000030200,0,"1",0,0
1000030300,0,"1",0,0
1000030400,0,"1",0,0
1000030500,0,"1",0,0
1000030600,0,"1",0,0
1000030700,0,"1",0,0
1000030800,0,"1",0,0
1000031100,0,"1",0,0
1000031200,0,"1",0,0
1000031300,0,"1",0,0
1000031400,0,"1",0,0
1000031500,0,"1",0,0
1000031600,0,"1",0,0
1000031700,0,"1",0,0
1000031800,0,"1",0,0
1000031900,0,"1",0,0
1000032000,0,"1",0,0
1000032100,0,"1",0,0
1000032200,0,"1",0,0
1000032300,0,"1",0,0
1000032400,0,"1",0,0
1000032500,0,"1",0,0
1000032600,0,"1",0,0
1000032700,0,"1",0,0
1000032800,0,"1",0,0
1000033000,105000231,"1",0,0
1000033500,0,"1",0,0
1000033600,0,"1",0,0
1000033700,0,"1",0,0
1000033800,0,"1",0,0
1000033900,0,"1",0,0
1000034200,0,"1",0,0
1000034300,0,"1",0,0
1000034400,0,"1",0,0
1000034500,0,"1",0,0
1000034600,0,"1",0,0
1000034800,105000231,"1",0,0
1000034900,0,"1",0,0
1000035200,0,"1",0,0
1000035300,0,"1",0,0
1000035400,0,"1",0,0
1000035500,0,"1",0,0
1000035600,0,"1",0,0
1000035700,0,"1",0,0
1000035800,0,"1",0,0
1000035900,0,"1",0,0
1000036000,0,"1",0,0
1000036100,0,"1",0,0
1000036200,0,"1",0,0
1000036300,0,"1",0,0
1000036400,0,"1",0,0
1000036500,0,"1",0,0
1000036600,0,"1",0,0
1000036700,0,"1",0,0
1000036800,0,"1",0,0
1000036900,0,"1",0,0
1000037000,0,"1",0,0
1000037100,0,"1",0,0
1000037200,0,"1",0,0
1000037300,0,"1",0,0
1000037400,0,"1",0,0
1000037500,0,"1",0,0
1000037600,0,"1",0,0
1000037700,0,"1",0,0
1000037800,0,"1",0,0
1000037900,0,"1",0,0
1000038000,0,"1",0,0
1000038100,0,"1",0,0
1000038200,0,"1",0,0
1000038300,0,"1",0,0
1000038400,0,"1",0,0
1000038500,0,"1",0,0
1000038600,0,"1",0,0
1000038700,0,"1",0,0
1000038800,0,"1",0,0
1000038900,0,"1",0,0
1000039000,0,"1",0,0
1000039100,0,"1",0,0
1000039200,0,"1",0,0
1000039300,0,"1",0,0
1000039400,0,"1",0,0
1000039500,0,"1",0,0
1000039600,0,"1",0,0
1000039800,0,"1",0,0
1000039900,0,"1",0,0
1000040000,0,"1",0,0
1000040100,0,"1",0,0
1000040200,0,"1",0,0
1000040300,0,"1",0,0
1000040400,0,"1",0,0
1000040500,0,"1",0,0
1000040600,0,"1",0,0
1000040700,0,"1",0,0
1000040800,0,"1",0,0
1000040900,0,"1",0,0
1000041000,0,"1",0,0
1000041100,0,"1",0,0
1000041200,0,"1",0,0
1000041300,0,"1",0,0
1000041400,0,"1",0,0
1000041500,0,"1",0,0
1000041600,0,"1",0,0
1000041700,0,"1",0,0
1000041800,0,"1",0,0
1000041900,0,"1",0,0
1000042000,0,"1",0,0
1000042100,0,"1",0,0
1000042200,0,"1",0,0
1000042300,0,"1",0,0
1000042400,0,"1",0,0
1000042500,0,"1",0,0
1000042600,0,"1",0,0
1000043100,0,"1",0,0
1000043200,0,"1",0,0
1000043300,0,"1",0,0
1000043400,0,"1",0,0
1000043500,0,"1",0,0
1000043600,0,"1",0,0
1000043700,0,"1",0,0
1000043800,0,"1",0,0
1000043900,0,"1",0,0
1000044000,0,"1",0,0
1000044100,0,"1",0,0
1000044200,0,"1",0,0
1000044300,0,"1",0,0
1000044400,0,"1",0,0
1000044500,0,"1",0,0
1000044600,0,"1",0,0
1000044700,0,"1",0,0
1000044800,0,"1",0,0
1000044900,105000231,"1",0,0
1000045000,105000231,"1",0,0
1000045100,0,"1",0,0
1000045200,0,"1",0,0
1010000101,0,"1",0,0
1010000102,0,"1",0,0
1010000103,0,"1",0,0
1010000104,0,"1",0,0
1010000201,0,"1",0,0
1010000202,0,"1",0,0
1010000203,0,"1",0,0
1010000204,0,"1",0,0
1010000301,0,"1",0,0
1010000302,0,"1",0,0
1010000400,0,"1",0,0
1010000500,0,"1",0,0
1010000601,0,"1",0,0
1010000701,0,"1",0,0
1010000801,0,"1",0,0
1010000900,0,"1",0,0
1010001000,0,"1",0,0
1010001101,0,"1",0,0
1010001102,0,"1",0,0
1010001103,0,"1",0,0
1010001201,0,"1",0,0
1010001202,0,"1",0,0
1010001203,0,"1",0,0
1010001301,0,"1",0,0
1010001302,0,"1",0,0
1010001303,0,"1",0,0
1010001400,0,"1",0,0
1010001501,0,"1",0,0
1010001502,0,"1",0,0
1010001602,0,"1",0,0
1010001603,0,"1",0,0
1010001604,0,"1",0,0
1010001702,0,"1",0,0
1010001800,0,"1",0,0
1010001901,0,"1",0,0
1010001902,0,"1",0,0
1010001903,0,"1",0,0
1010002001,0,"1",0,0
1010002002,0,"1",0,0
1010002003,0,"1",0,0
1010002004,0,"1",0,0
1010002101,0,"1",0,0
1010002102,0,"1",0,0
1010002103,0,"1",0,0
1010002201,0,"1",0,0
1010002202,0,"1",0,0
1010002203,0,"1",0,0
1010002204,0,"1",0,0
1010002301,0,"1",0,0
1010002401,0,"1",0,0
1010002402,0,"1",0,0
1010002504,0,"1",0,0
1010002505,0,"1",0,0
1010002506,0,"1",0,0
1010002507,0,"1",0,0
1010002508,0,"1",0,0
1010002603,0,"1",0,0
1010002604,0,"1",0,0
1010002605,0,"1",0,0
1010002606,0,"1",0,0
1010002607,0,"1",0,0
1010002701,0,"1",0,0
1010002702,0,"1",0,0
1010002703,0,"1",0,0
1010002801,0,"1",0,0
1010002802,0,"1",0,0
1010002803,0,"1",0,0
1010002901,0,"1",0,0
1010002902,0,"1",0,0
1010002903,0,"1",0,0
1010003001,0,"1",0,0
1010003002,0,"1",0,0
1010003101,0,"1",0,0
1010003103,0,"1",0,0
1010003105,0,"1",0,0
1010003106,0,"1",0,0
1010003201,0,"1",0,0
1010003203,0,"1",0,0
1010003204,0,"1",0,0
1010003205,0,"1",0,0
1010003301,0,"1",0,0
1010003302,0,"1",0,0
1010003401,0,"1",0,0
1010003402,0,"1",0,0
1010003501,0,"1",0,0
1010003503,0,"1",0,0
1010003602,0,"1",0,0
1010003603,0,"1",0,0
1010003701,0,"1",0,0
1010003702,0,"1",0,0
1010003703,0,"1",0,0
1010003704,0,"1",0,0
1010003705,0,"1",0,0
1010003801,0,"1",0,0
1010003802,0,"1",0,0
1010003803,0,"1",0,0
1010003804,0,"1",0,0
1010003805,0,"1",0,0
1010003901,0,"1",0,0
1010003902,0,"1",0,0
1010004001,0,"1",0,0
1010004002,0,"1",0,0
1010004100,0,"1",0,0
1010004201,0,"1",0,0
1010004202,0,"1",0,0
1010004301,0,"1",0,0
1010004303,0,"1",0,0
1010004401,0,"1",0,0
1010004402,0,"1",0,0
1010004403,0,"1",0,0
1010004501,0,"1",0,0
1010004502,0,"1",0,0
1010004503,0,"1",0,0
1010004505,0,"1",0,0
1010004601,0,"1",0,0
1010004602,0,"1",0,0
1010004603,0,"1",0,0
1010004604,0,"1",0,0
1010004605,0,"1",0,0
1010004701,0,"1",0,0
1010004702,0,"1",0,0
1010004703,0,"1",0,0
1010004801,0,"1",0,0
1010004802,0,"1",0,0
1010004901,0,"1",0,0
1010004902,0,"1",0,0
1010004903,0,"1",0,0
1010005001,0,"1",0,0
1010005002,0,"1",0,0
1010005003,0,"1",0,0
1010005101,0,"1",0,0
1010005102,0,"1",0,0
1010005201,0,"1",0,0
1010005202,0,"1",0,0
1010005301,0,"1",0,0
1010005302,0,"1",0,0
1010005303,0,"1",0,0
1010005304,0,"1",0,0
1010005401,0,"1",0,0
1010005402,0,"1",0,0
1010005403,0,"1",0,0
1010005404,0,"1",0,0
1010005501,0,"1",0,0
1010005502,0,"1",0,0
1010005601,0,"1",0,0
1010005602,0,"1",0,0
1010005701,0,"1",0,0
1010005702,0,"1",0,0
1010005703,0,"1",0,0
1010005801,0,"1",0,0
1010005802,0,"1",0,0
1010005803,0,"1",0,0
1010005901,0,"1",0,0
1010005902,0,"1",0,0
1010005903,0,"1",0,0
1010006001,0,"1",0,0
1010006002,0,"1",0,0
1010006003,0,"1",0,0
1010006101,0,"1",0,0
1010006102,0,"1",0,0
1010006103,0,"1",0,0
1010006201,0,"1",0,0
1010006202,0,"1",0,0
1010006203,0,"1",0,0
1010006300,0,"1",0,0
1010006400,0,"1",0,0
1010006501,0,"1",0,0
1010006502,0,"1",0,0
1010006601,0,"1",0,0
1010006602,0,"1",0,0
1010006701,0,"1",0,0
1010006702,0,"1",0,0
1010006801,0,"1",0,0
1010006802,0,"1",0,0
1010006901,0,"1",0,0
1010006902,0,"1",0,0
1010006903,0,"1",0,0
1010007001,0,"1",0,0
1010007002,0,"1",0,0
1010007003,0,"1",0,0
1010007100,0,"1",0,0
1010007200,0,"1",0,0
1010007301,0,"1",0,0
1010007302,0,"1",0,0
1010007303,0,"1",0,0
1010007304,0,"1",0,0
1010007305,0,"1",0,0
1010007401,0,"1",0,0
1010007403,0,"1",0,0
1010007404,0,"1",0,0
1010007405,0,"1",0,0
1010007407,0,"1",0,0
1010007408,0,"1",0,0
1010007500,0,"1",0,0
1010007600,0,"1",0,0
1010007701,0,"1",0,0
1010007702,0,"1",0,0
1010007801,0,"1",0,0
1010007802,0,"1",0,0
1010007901,0,"1",0,0
1010007902,0,"1",0,0
1010008001,0,"1",0,0
1010008002,0,"1",0,0
1010008101,0,"1",0,0
1010008102,0,"1",0,0
1010008103,0,"1",0,0
1010008201,0,"1",0,0
1010008202,0,"1",0,0
1010008203,0,"1",0,0
1010008301,0,"1",0,0
1010008302,0,"1",0,0
1010008401,0,"1",0,0
1010008402,0,"1",0,0
1010008500,0,"1",0,0
1010008600,0,"1",0,0
1010008701,0,"1",0,0
1010008702,0,"1",0,0
1010008801,0,"1",0,0
1010008802,0,"1",0,0
1010008901,0,"1",0,0
1010008902,0,"1",0,0
1010008903,0,"1",0,0
1010008904,0,"1",0,0
1010008905,0,"1",0,0
1010008906,0,"1",0,0
1010009001,0,"1",0,0
1010009002,0,"1",0,0
1010009003,0,"1",0,0
1010009004,0,"1",0,0
1010009005,0,"1",0,0
1010009006,0,"1",0,0
1010009100,0,"1",0,0
1010009200,0,"1",0,0
1010009301,0,"1",0,0
1010009302,0,"1",0,0
1010009401,0,"1",0,0
1010009402,0,"1",0,0
1010009501,0,"1",0,0
1010009502,0,"1",0,0
1010009601,0,"1",0,0
1010009602,0,"1",0,0
1010009700,0,"1",0,0
1010009800,0,"1",0,0
1010009902,0,"1",0,0
1010010000,0,"1",0,0
1010010100,0,"1",0,0
1010010200,0,"1",0,0
1010010301,0,"1",0,0
1010010302,0,"1",0,0
1010010303,0,"1",0,0
1010010401,0,"1",0,0
1010010402,0,"1",0,0
1010010403,0,"1",0,0
1010010404,0,"1",0,0
1010010501,0,"1",0,0
1010010601,0,"1",0,0
1010010700,0,"1",0,0
1010010802,0,"1",0,0
1010010900,0,"1",0,0
1010011000,0,"1",0,0
1010011100,0,"1",0,0
1010011200,0,"1",0,0
1010011301,0,"1",0,0
1010011302,0,"1",0,0
1010011401,0,"1",0,0
1010011402,0,"1",0,0
1010011501,0,"1",0,0
1010011502,0,"1",0,0
1010011602,0,"1",0,0
1010011701,0,"1",0,0
1010011702,0,"1",0,0
1010011703,0,"1",0,0
1010011704,0,"1",0,0
1010011801,0,"1",0,0
1010011802,0,"1",0,0
1010011803,0,"1",0,0
1010011804,0,"1",0,0
1010011901,0,"1",0,0
1010011902,0,"1",0,0
1010011903,0,"1",0,0
1010011904,0,"1",0,0
1010012001,0,"1",0,0
1010012002,0,"1",0,0
1010012003,0,"1",0,0
1010012004,0,"1",0,0
1010012100,0,"1",0,0
